Tweet,sentiment
Your Normal Weight (and How to Get There) ? Normal Eating Blog http://bit.ly/ZeT8O,neutral
"F*** up big, or go home - AIG",negative
@mischaarmada So today some girl walked into the Bean and i totally thought it was you and i yelled &quot;MIIIIISSSCCCHHHHHHH&quot; fucking LOUD ,negative
ugh. the amount of times these stupid insects have bitten me. Grr..,negative
I think my memory card is fucked  at least its not the one for my DSLR I guess,negative
"@united She met me from customer service at the arrival of flight UA3787 PVD-IAD. Thanks, you guys have really handled this storm!",positive
AHH YES LOL IMA TELL MY HUBBY TO GO GET ME SUM MCDONALDS =],positive
@apple ur products are shit they break 24/7 ur ruining my life,negative
 So just like when Claritin went over the counter it isn't covered by any prescription drug plans anymore?,neutral
@united took this picture on Thursday. #awesome http://t.co/IVGpZSjtkW,positive
@Lou911 Lebron is MURDERING shit.,positive
Self driving cars powered by @Uber.  This google investment is awesome.,positive
@rashmid congratulations!! tht makes a lot of us very very happy. ,positive
Fighting with LaTex. Again...,negative
Nike Air Yeezy Khaki/Pink Colorway Release - http://shar.es/bjfN,neutral
Found a safeway. Picking up a few staples.,neutral
"I would rather pay reasonable yearly taxes for ""free"" fast internet, than get gouged by Time Warner for a slow connection.",negative
#Google Self-Driving Car on City Streets http://t.co/6f8qfwZbqg -- I cannot wait until this technology is available to consumers.,positive
@KevinRuddPM: you're a dead set legend! Please make the broadbands super fast I will love you forever. ,positive
dropped her broccoli walking home from safeway! ;( so depressed,neutral
@QuantTrader i own a GM car and it is junk as far as quality compared to a honda,negative
Why I Hate Apple - http://t.co/IbpyJXaOuW #AAPL #Long-Term_Larry,negative
"Only in Mountain View would you see a Prius with a large roof rack &amp; think, ""Look, a self-driving car!""",neutral
 - nice segment on the Google car.  Interesting how ideas like this could disrupt the Insurance Industry.     /571XAf3w5R,neutral
 hey me and my family have questions on a trip to Disney world that we are doing in April . Please follow me so I could dm you guys,neutral
New nike muppet commercials are pretty cute. Why do we live together again?,positive
:-/ : Google forced to add steering wheels to driverless car designs:  /m1PYOJ1V5S,neutral
@ryanchris I drive hundreds of miles a week. Bring on the driverless car. Canâ€™t wait to stop driving.,positive
I just saw the google car!!! eekkk my life is complete!!!,positive
@united How do I get reimbursed for hotel and taxis for the Cancelled Flightation?,negative
Adobe CS4 commercial by Goodby Silverstein: http://bit.ly/1aikhF,neutral
I would like to go for a drive with these guys. Driverless cars will be the safest cars ever #cas13 http://t.co/q24oKdlp,positive
sad day...bankrupt GM,negative
"@sheridanmarfil - its not so much my obsession with cell phones, but the iphone!  i'm a slave to at&amp;t forever because of it. :)",negative
@johncmayer is Bobby Flay joining you?,neutral
"Google's vision, delivering packages with driverless cars / humanoid robots can happen. Amazon drone BS? No. LOL /t6Nlr70rKq",neutral
Comcast sucks.,negative
http://t.co/lsyL4Qfccw  Half of Americans want to live in a smart city with driverless cars,positive
@McALiMeal  You are never going to be a &quot;fucked up little kid&quot;. If anyone dared say that to you i'd fucking punch them D: you're amazing.,negative
i am working on my media room design and i love love love my client profile ,positive
Wow everyone at the Google I/O conference got free G2's with a month of unlimited service,positive
back from dentist  mouth is numb and it's all shitty.... fucking fillings ,negative
@sportsguy33 Time Warner = epic fail,negative
"@faithbabywear Ooooh, what model are you getting??? I have the 40D and LOVE LOVE LOVE LOVE it!",positive
"@defsounds WTF is the point of deleting tweets if they can still be found in summize and searches? Twitter, please fix that. Thanks and bye",negative
"I look at Googleâ€™s driverless cars and I think, the perfect terrorist bombing weapon.",negative
"I just wrote and entire story, and it didn't save.   Motherfucker.  ",negative
im goin to kill alicia if she gave me her fucking sickness . ughhh wtf  ,negative
"all about Ajax,jquery ,css ,JavaScript and more... (many examples) http://ajaxian.com/",neutral
@ddlovato Pollen and salt - daphne loves derby . = love. i love your little song tweets so i decided to send you on of my own ,positive
"@xambix wow, welcome home eh  that's well shit, especially just coming back off holiday!!! Some fucking people!",negative
First ride in a Google self-driving car. Amaaaazing @ComputerHistory,positive
@tonyhawk http://twitpic.com/5c7uj - AWESOME!!! Seeing the show Friday at the Shoreline Amphitheatre. Never seen NIN before. Can't wait. ...,positive
The Google car must be stopped.,negative
Heading to San Francisco,neutral
@mrskutcher it's only 1am here...i'm just on my way TO bed lol. weird. hope you have a good morning! ,positive
"Driverless cars seem way overhyped given the infrastructure challenges, pilotless planes seem much more doable and needed.",negative
How to Track Iran with Social Media: http://bit.ly/2BoqU,neutral
: Click on the link (or the picture) to see the #Coachella2015 Lineup  /swzBfN…,neutral
shud be sleeping but cant! im guna be so fucked and grumpy for this 6am flight!  but hey... im going on holiday so good times!,negative
While we are on the rain subject I fuckin hate this rain! I need to do a soil test and can't with this damn weather! ,negative
fuck a birthday ,negative
"@united and most frustratingly, all this delay happened either at the gate, or even onboard the aircraft! No heads up in advance!!!",negative
Google's self-driving car still has many flaws http://t.co/qgqe2JoYMD via @sharethis @google #Autonomous  #Robots,negative
"Can't wait for driverless cars to come out! This is the first time I'm excited about motor vehicles, in my entire life.",positive
I am happy for Philip being at GoogleIO today,positive
"@Vonster good point, 2 draw  2 don't  nice quote though. I like that.",positive
When the first mass-produced self-driving car hits the market you can bet your ass I'm buying one.,positive
Finally out of work. My back is a fucking wreck. ,negative
MT Exactly! â€œ@OssyFont: #ScareTactic 1st child hit by driverless car? How about fewer children hit by drivers today? #RiseOfTheMachinesâ€,negative
": With an actual #DeflateGate science debate swirling, the NFL is hiring the Columbia University physics department:
http://t…",neutral
Time Warner Road Runner customer support here absolutely blows. I hate not having other high-speed net options. I'm ready to go nuclear.,negative
"@SoChi2 I current use the Nikon D90 and love it, but not as much as the Canon 40D/50D. I chose the D90 for the  video feature. My mistake.",positive
@barrier_trio i like to piss ppl off by comparing things like Google Car to robber barons throwing silver dollars from their office windows,negative
"@sportsguy33 hey no offense but malcolm gladwell is a pretenious, annoying cunt and he brings you down. cant read his shit",negative
How to implement a news ticker with jQuery and ten lines of code http://bit.ly/CZnFJ,neutral
"good news, just had a call from the Visa office, saying everything is fine.....what a relief! I am sick of scams out there! Stealing!",positive
"I told  that I think I was getting sick and he goes ""I'll give you some of that Claritin D!"" #eww",neutral
The Nike Training Club (beta) iPhone app looks very interesting.,positive
"HATE safeway select green tea icecream! bought two cartons, what a waste of money.  &gt;_&lt;",negative
"Now I can see why Dave Winer screams about lack of Twitter API, its limitations and access throttles!",negative
JUST SAW A GOOGLE CAR FUCK YES  I LOVE THEM &lt;3 ðŸ‘ŒðŸ‘ŒðŸ‘ŒðŸ’•ðŸ’•ðŸ’•ðŸ’žðŸ’žðŸ’ž,positive
Just had McDonalds for dinner. :D It was goooood. Big Mac Meal. ;),positive
 #AAPL was a fantastic investment...but what will be its future?  How will AAPL beat AAPL?,neutral
argghhhh why won't  my jquery appear in safari bad safari !!!,negative
's CEO battles to appease passengers and Wall Street - Waterbury Republican American /IMVMpnQXAI,neutral
About to watch Night at the Museum with Ryan and Stacy,neutral
Judd Apatow creates fake sitcom on NBC.com to market his new movie... viral marketing at its best. http://is.gd/K0yK,positive
"I just created my first LaTeX file from scratch. That didn't work out very well. (See @amandabittner , it's a great time waster)",negative
"juggernaut, dr. doom, magneto, &amp; xavier!  ahahah today was a good day n__n",positive
time warner really picks the worst time to not work. all i want to do is get to mtv.com so i can watch the hills. wtfffff.,negative
"@mayhemstudios Yes, using it for 3 week now. Pretty happy with the result ",positive
Tomorrow is my friday!  +it's a late day for me. Thank goodness. ,positive
@united better just keep connection from ORD To FWA that boards in ten minutes open until I get off the plane that just landed an hour Late Flight,negative
Malcolm Gladwell might be my new man crush,positive
eating cake,neutral
"THE DENTIST LIED! "" U WON'T FEEL ANY DISCOMORT! PROB WON'T EVEN NEED PAIN PILLS"" MAN U TWIPPIN THIS SHIT HURT!! HOW MANY PILLS CAN I TAKE!!",negative
"@hassox no, but that sounds like a good idea, steve. ",positive
"Conflict in auto tech race? Google, Detroit diverge on road map for self-driving cars: /v020sXRGps",neutral
so the clown suits were a waste of money... but a good night anyway  except im fucking broke ,negative
"Are YOU burning more cash $$$ than Chrysler and GM? Stop the financial tsunami. Where ""bailout"" means taking a handout!",negative
Going to see star trek soon with my dad.,neutral
Did not realize there is a gym above Safeway!,neutral
Safari 4 is fast :) Even on my shitty AT&amp;T tethering.,negative
@dannygokey I love you DANNY GOKEY!! :),positive
"@united Flew ORD to Miami and back and  had great crew, service on both legs. THANKS",positive
Off to the bank to get my new visa platinum card,neutral
@siratomofbones we tried but Time Warner wasn't being nice so we recorded today. :),negative
"Phillies Driving in the Cadillac with the Top Down in Cali, Win 5-3 - http://tinyurl.com/nzcjqa",neutral
Man im too fucked to be in work ,negative
"@drgitlin yes, I just meant in the sense that people on it aren't driving. We don't need f'n driverless passenger cars.",negative
RT @justindavey: RT @tweetmeme GM OnStar now instantly sends accident location coordinates to 911 | GPS Obsessed http://bit.ly/16szL1,neutral
"@beycah Good for you Becca, have a good sleep. ",positive
"giving weka an app engine interface, using the bird strike data for the tests, the logo is a given.",neutral
"""Driver-less cars could be potentially lethal"" - news ticker.   Yeah I mean I would think so too...",negative
"@pambeeslyjenna Jenna, I went to see Night At The Museum 2 today and I was so surprised to see three cast members from The Office...",neutral
Life?s a bitch? and so is Dick Cheney. #p2 #bipart #tlot #tcot #hhrs #GOP #DNC http://is.gd/DjyQ,negative
â€œ: A self-driving car? Here's one you can (not) drive today: /SIHOcdE5mE ,neutral
Impatiently awaiting the arrival of the time warner guy. It's way too pretty to be inside all afternoon,negative
"aww i fucken &lt;3 chuck liddell, tht shit was gay he was crying ",negative
CAR WARS - Action/Sci-Fi - Drew Goddard - 'In the future driverless cars become sentient and turn on the human race'.  #blackoutlist2013,negative
Played with an android google phone. The slide out screen scares me I would break that fucker so fast. Still prefer my iPhone.,negative
yahoo answers can be a butt sometimes,negative
@united. epic fail. @reagan. no jetway. been here 15 mins on tarmac!,negative
"@united sweet, follow back and I'll get the dm off",positive
"Blah, blah, blah same old same old. No plans today, going back to sleep I guess.",negative
Good. I still won't even do self check-out RT @techreview Driverless Cars Are Further Away Than You Think http://t.co/3bIsL2mK7s,negative
I'd say some sports writers are idiots for saying Roger Federer is one of the best ever in Tennis.  Roger Federer is THE best ever in Tennis,positive
"@united well, thanks for not charging me for switching my two Cancelled Flightled flights anyway. That was pretty nice. #stillmakingmepoorthough",positive
Any twitter to aprs apps yet?,neutral
@chictopia Let me know what you think- I have a long list of other great designers ,positive
@jdreiss oh yes but if GM dies it will only be worth more boo hahaha,negative
"Whatever happens, please DO NOT alter football valves to include those little electronic sensors like I have in my car tires! #DeflateGate",neutral
"The more I hear about this GM thing the more angry I get. Billions wasted, more bullshit. All for something like 40k employees and all the..",negative
No signal in the academy  papa roach fuckin owned! Had to escape the pit before CMB moment lol,negative
"@MMBarnhill yay, glad you got the phone! Still, damn you, AT&amp;T.",negative
A fair goodnight sweet Twitters. Have pleasing dreams and a restful slumber. ,positive
luke and i got stopped walking out of safeway and asked to empty our pockets and lift our shirts. how jacked up is that?,negative
RT @jessverr I love the nerdy Stanford human biology videos - makes me miss school. http://bit.ly/13t7NR,positive
torrents are taking foreverrrr. why is it so slow  fuck you youtube for halting my tv watching.,negative
I just saw the spanish short film Aftermath. That's some fucked up 30 minutes!!... now I've lost my appetite ,negative
"@united ,now you have Cancelled Flightled my wife and daughter's flt?? What's going on? Follow me so I can dm details.",negative
"Very Interesting Ad from Adobe by Goodby, Silverstein &amp; Partners - YouTube - Adobe CS4: Le Sens Propre http://bit.ly/VprpT",positive
 snow forecasted for Raleigh NC tomorrow night. Need to know if there's a plan to reschedule flights into RDU Wednesday night,neutral
: Be honest--only real surprise about #DeflateGate is that ARod isn't somehow involved.,neutral
?Obama Administration Must Stop Bonuses to AIG Ponzi Schemers ... http://bit.ly/2CUIg,negative
@ohonefourthree this is me word for word. my stomach is all fucked up. sucks ,negative
"North Korea, please cease this douchebaggery. China doesn't even like you anymore. http://bit.ly/NeHSl",negative
@mashable I never did thank you for including me in your Top 100 Twitter Authors! You Rock! (&amp; I New Wave :-D) http://bit.ly/EOrFV,positive
omg. The commercials alone on ESPN are going to drive me nuts.,negative
"Climate focus turns to Beijing: The United Nations, the US and European governments have called on China to co-o.. http://tinyurl.com/lto92n",neutral
Investigation pending on death of Stanford CS prof / Google mentor Rajeev Motwani http://bit.ly/LwOUR tip @techmeme,neutral
You guys see this?  Why does Time Warner have to suck so much ass?  Really wish I could get U-Verse at my apartment. http://bit.ly/s594j,negative
I want a driverless car so bad.,positive
@marymayblood I would love to come help unpack   Let me know where I need to be Sat afternoon!,positive
"8:28 AM - The driverless cars take us to the wrong spot. @DustyEyesSEM says, ""Damn Robots."" I agree. We board a bus. #DelucchiDoesGoogle",negative
how the fuck is watching a video on a driverless car going to make me a better driver?,negative
"@nick_carter you are my IDOL, i love you!  you should reply to me.. &lt;3",positive
 like continental's chicken feat fairs,neutral
@wordwhizkid Lebron is a beast... nobody in the NBA comes even close.,positive
[#MLUC09] Customer Innovation Award Winner: Booz Allen Hamilton -- http://ping.fm/c2hPP,positive
my dentist was wrong... WRONG,negative
#WFTB Joining a bit late. My connection was down (boo time warner),negative
Gratitude is a great multiplier. Giving thanks and appreciating all we have opens doors for us to have more. ,positive
@evelynbyrne have you tried Nike  ? V. addictive.,positive
@deepbluesealove I was never an early morning person so I really didnt have anything to get over ,positive
Kobe is the best in the world not lebron .,negative
"@united Great, thank you!",positive
i hate the dentist....who invented them anyways?,negative
@yayfuckbuddies haha I would but you won't ,negative
"Boo! The kitchen fucked up my dinner order, they didn't give me french fries I think. Unless I didn't see them or someone took em  fail!",negative
Oh yay...I can't wait to get rear ended by one of Google's driverless cars.....who will I sue???? http://t.co/glUJ68aD0J,negative
BaseballAmerica.com: Blog: Baseball America Prospects Blog ? Blog ... http://bit.ly/EtT8a,neutral
"It's got to be nice to be Ted Wells. There's steady work when you're the #NFL's go to guy for investigations.

#DeflateGate",neutral
Should nott be up this early  fuckk me,negative
Naive Bayes using EM for Text Classification. Really Frustrating...,negative
Going to the dentist later.:|,negative
@erickoston That looks an awful lot like one of Nike's private jets....I'm just sayin....,neutral
SOOO DISSAPOiNTED THEY SENT DANNY GOKEY HOME... YOU STiLL ROCK ...DANNY ... MY HOMETOWN HERO !! YEAH MiLROCKEE!!,positive
@Plip Where did you read about tethering support Phil?  Just AT&amp;T or will O2 be joining in?,neutral
"â€œ:   I thought it was a self-driving car?!?!â€&lt; must be a manual override by a ""Type A""",neutral
goodnight all &lt;3 goin to bed gotta get up early and get the fuck out of town tomorrow  canada here  I come,positive
I'm truly braindead.  I couldn't come up with Warren Buffet's name to save my soul,neutral
"Watching a programme about the life of Hitler, its only enhancing my geekiness of history.",neutral
Blink by malcolm gladwell amazing book and The tipping point!,positive
"Although today's keynote rocked, for every great announcement, AT&amp;T shit on us just a little bit more.",negative
@united looks like today will be my 6th consecutive delayed flight from you...do I win a prize??? @Southwest Air why don't you fly to SBA? 😭,negative
"So, Night at the Museum 2 was AWESOME! Much better than part 1. Next weekend we'll see Up.",positive
@Fraggle312 oh those are awesome! i so wish they weren't owned by nike :(,negative
"@mitzs hey bud :) np I do so love my 50D, although I'd love a 5D mkII more",positive
obviously not siding with Cheney here: http://bit.ly/19j2d,negative
I'm moving to East Palo Alto!,positive
had a really good day    off to do some shoppping,positive
New blog post: Nike Zoom LeBron Soldier 3 (III) - White / Black - Teal http://bit.ly/rouUS,neutral
@Cookcj I love reading your tweets but it would be nice to see your lovely mug when I read them. Where's your picture? ,positive
"Driverless cars!?!?!?!?, I don't think so!! What about all of the rest of crazed &amp; drunk drivers on the road in our society today !??ðŸ™âœŒï¸ðŸŒŽðŸ’«ðŸ‡ºðŸ‡¸",negative
Night at the Museum tonite instead of UP. :( oh well. that 4 yr old better enjoy it. LOL,negative
GOT MY WAVE SANDBOX INVITE! Extra excited! Too bad I have class now... but I'll play with it soon enough! #io2009 #wave,positive
Share: Disruption...Fred Wilson's slides for his talk at Google HQ  http://bit.ly/Bo8PG,neutral
saw night at the museum out of sheer desperation. who is funding these movies?,negative
Warren Buffet on the economy http://ping.fm/Lau0p,neutral
reading on my new Kindle2!,positive
Fuzzball is more fun than AT&amp;T ;P http://fuzz-ball.com/twitter,negative
"dearest @google, you rich bastards! the VISA card you sent me doesn't work. why screw a little guy like me?",negative
@accannis @edog1203 Great Stanford course. Thanks for making it available to the public! Really helpful and informative for starting off!,positive
"@united Thanks, ^KP. Please also mention the Quiche breakfast and Tandoori chicken dinner entrees and accompaniments are truly First Class.",positive
"#Durham Driverless car causes crash in NC, two people injured - http://t.co/Oz48xG2bX4 http://t.co/sgdLDH1PJF #dur @DurhamNC_",negative
"Awesome viral marketing for ""Funny People"" http://www.nbc.com/yo-teach/",positive
I just extracted and open-sourced a jQuery plugin from Stormweight to highlight text with a regular expression: http://bit.ly/ybJKb,neutral
"Lounging around, eating Taco Bell and watching NCIS before work tonight. Need help staying awake.",neutral
"My wrist still hurts. I have to get it looked at. I HATE the dr/dentist/scary places. :( Time to watch Eagle eye. If you want to join, txt!",positive
"fuck, school tommorow ",negative
"Want it!! ""@ForbesLife:  self-driving Rinspeed XchangE could redefine life behind the wheel. http://t.co/v6z6JpZX0B http://t.co/BYCRJL6B5H""",positive
The ever amazing Psyop and Goodby Silverstein &amp; Partners for HP! http://bit.ly/g2rU8 Have to go play with After Effects now!,positive
Absolutely hilarious!!! from @mashable:  http://bit.ly/bccWt,positive
:   Obama works as Patriots ball boy. Nothing he loves more than deflating a Patriots balls. #De…,neutral
@freitasm oh I see. I thought AT&amp;T were 900MHz WCDMA?,neutral
 and I just saw the google car!  /vkougcNg,neutral
my exam went good. @HelloLeonie: your prayers worked (:,positive
â€œ@edasneak: Who the hell would want a driverless car. I love to driveâ€ ðŸ™‹ðŸ™‹ I would.,negative
"This is cold.. I was looking at google's chart//visualization API and found this jQuery ""wrapper"" for the API...  http://tinyurl.com/mq52bq",neutral
@ash_CT Aw dont you love that  I love for those days! Thanks about the pic ;-p,positive
jQuery Cheat Sheet http://www.javascripttoolbox.com/jquery/cheatsheet/,neutral
fuck. Lidelle is my favorite ,negative
@united Sivi Stewart at Lax was fantastic tonight helping to find a lost item for us at the airport.  Much thanks!,positive
Ahh...got rid of stupid time warner today &amp; now taking a nap while the roomies cook for me. Pretty good end for a monday :),negative
Lakers played great!  Cannot wait for Thursday night Lakers vs. ???,positive
@google is making driverless cars which is awesome http://t.co/t2hW30KzcX,positive
"@united on a good note, the 2 employees I encountered @ Newark were fabulous. I was very Late Flight for my connecting flight and they got me on!!!",positive
jQuery UI 1.6 Book Review - http://cfbloggers.org/?c=30631,neutral
@apple Contact sync between Yosemite and iOS8 is seriously screwed up. It used to be much more stable in the past. #icloud #isync,negative
"@legalgeekery Yeahhhhhhhhh, I wouldn't really have lived in East Palo Alto if I could have avoided it.  I guess it's only for the summer.",negative
San Francisco today.  Any suggestions?,neutral
All-Star Basketball Classic Tuesday Features Top Talent: Chattanooga's Notre Dame High School will play host.. http://bit.ly/qltJA,neutral
I'm going to press the play button!! Wait no I'm not :( @apple fix your apps http://t.co/eteewIIjrO,negative
NOOOOOOO my DVR just died and I was only half way through the EA presser. Hate you Time Warner,negative
Time Warner cable phone reps r dumber than nails!!!!! UGH! Cable was working 10 mins ago now its not WTF!,negative
Malcolm Gladwell is a genius at tricking people into not realizing he's a fucking idiot,negative
And so a down day on the market...happy my stocks held up ,positive
"@JonathanRKnight Hi Jon! Great to hear from you! See you on the cruise, I cannot wait! Hope all is well on the Knight bus!  You are loved!",positive
 Just left #LaGuardia now...#Sunshine in a little over 2 hours,neutral
"@tweetshrink Hah, yea, I suppose ;)  And I love the customer service!! ",positive
KOBE IS GOOD BT LEBRON HAS MY VOTE,positive
Sony coupon code.. Expires soon.. http://www.coupondork.com/r/1796,neutral
"NVIDIA Names Stanford's Bill Dally Chief Scientist, VP Of Research http://bit.ly/Fvvg9",neutral
@surfit: I just checked my google for my business- blip shows up as the second entry! Huh. Is that a good or ba... ? http://blip.fm/~6emhv,neutral
"Nike owns NBA Playoffs ads w/ LeBron, Kobe, Carmelo? http://ow.ly/7Uiy  #Adidas #Billups #Howard  #Marketing #Branding",neutral
@Rebecca1158 goodnight. ,positive
It is a shame about GM. What if they are forced to make only cars the White House THINKS will sell? What do you think?,negative
"with the boyfriend, eating a quesadilla",neutral
Reading the tweets coming out of Iran... The whole thing is terrifying and incredibly sad...,negative
"@sketchbug Lebron is a hometown hero to me, lol I love the Lakers but let's go Cavs, lol",positive
Why the hell is Pelosi in freakin China? and on whose dime?,negative
Shit's hitting the fan in Iran...craziness indeed #iranelection,negative
"So fucking sick. No worries, chug on m'son! You have things to do and places to be... ",negative
I'm hungry and I want IHOP now!  Bullfuck!,negative
And then there was the time  discovered the potential value of self-driving cars: /CReH1CGZYV,neutral
"Wet hair + No Hair Dryer =  ... Dry fucker, DRY!!!",negative
"My dad was in NY for a day, we ate at MESA grill last night and met Bobby Flay. So much fun, except I completely lost my voice today.",positive
"'Next time, I'll call myself Nike'",neutral
@criticalpath Such an awesome idea - the  continual learning program with a Kindle2  http://bit.ly/1ZLfF,positive
 unfortunately not. I think I watched it take off from the bus. Rebooked for a Late Flightr flight now #planestrainsandautomobiles,neutral
Just saw the new Night at the Museum movie...it was...okay...lol 7\10,neutral
@betzitall Wall-E is a great battle for stress.   Yay for staying up all night and doing homework together!,positive
"Talk is Cheap: Bing that, I?ll stick with Google. http://bit.ly/XC3C8",negative
"Algebra homework. On a Saturday, whatta great fucking day. Someone entertain me. PLEASE. ",negative
"@spinuzzi: Has been a bit crazy, with steep learning curve, but LyX is really good for long docs. For anything shorter, it would be insane.",positive
@CTesdahl well you can always digg or stumble...both have aided me greatly in wasting countless hours of my life ,positive
The day I never have to deal with Comcast again will rank as one of the best days of my life.,negative
wish i could catch every mosquito in the world n burn em slowly.they been bitin the shit outta me 2day.mosquitos are the assholes of insects,negative
Stopped to have lunch at McDonalds. Chicken Nuggetssss! :) yummmmmy.,positive
"SUPER INVESTORS: A great weekend read here from Warren Buffet. Oldie, but a goodie. http://tinyurl.com/oqxgga",positive
@boomboxhearts  i'm having dinner with (older) friends in like 3 hours.  fuck i'm so sorry to be shit. can't believe i've missed you ,negative
